2000 Australia Beechcraft King Air crash,Socrates2008,1267605728,347475201
2000 Australia Beechcraft King Air crash,Socrates2008,1267964674,348319080
2000 Australia Beechcraft King Air crash,Socrates2008,1267964723,348319179
2000 Australia Beechcraft King Air crash,BilCat,1269353284,351564333
2000 Australia Beechcraft King Air crash,82.152.192.27,1269540271,352008308
2000 Australia Beechcraft King Air crash,BilCat,1269541498,352011912
2000 Australia Beechcraft King Air crash,Dolphin51,1269815069,352621820
2000 Australia Beechcraft King Air crash,Dolphin51,1269815235,352622336
2000 Australia Beechcraft King Air crash,Delldot,1275668129,366040826
2000 Australia Beechcraft King Air crash,Wodawik,1279099221,373412915
2000 Australia Beechcraft King Air crash,Wackywace,1294513670,406725364
2000 Australia Beechcraft King Air crash,Dolphin51,1294549325,406818367
2000 Australia Beechcraft King Air crash,Dolphin51,1294549620,406819133
2000 Australia Beechcraft King Air crash,Dolphin51,1294550127,406820355
2000 Australia Beechcraft King Air crash,Dolphin51,1294550324,406820815
2000 Australia Beechcraft King Air crash,Dolphin51,1294550776,406821896
2000 Australia Beechcraft King Air crash,Dolphin51,1294551145,406822775
2000 Australia Beechcraft King Air crash,Dolphin51,1294551452,406823520
2000 Australia Beechcraft King Air crash,Dolphin51,1294552401,406825601
2000 Australia Beechcraft King Air crash,Wackywace,1294567435,406851196
2000 Australia Beechcraft King Air crash,Wackywace,1294567585,406851408
2000 Australia Beechcraft King Air crash,Wackywace,1294567810,406851752
2000 Australia Beechcraft King Air crash,Dolphin51,1294642882,407029257
2000 Australia Beechcraft King Air crash,Mandarax,1294655195,407046725
2000 Australia Beechcraft King Air crash,SmackBot,1297248188,412891616
2000 Australia Beechcraft King Air crash,Lightbot,1311527793,441200412
2000 Australia Beechcraft King Air crash,Dolphin51,1311568104,441290193
2000 Australia Beechcraft King Air crash,Dolphin51,1311568450,441290771
2000 Australia Beechcraft King Air crash,Dl2000,1317172402,452796045
2000 Australia Beechcraft King Air crash,Hugo999,1317438521,453309460
2000 Australia Beechcraft King Air crash,Mgiganteus1,1322720262,463456126
